Customer_ID,Age,Gender,Employment_Status,Annual_Income,Dependents,Policy_Type,Policy_Duration,Premium_Amount,Coverage_Amount,Claim_Amount,Past_Claims,Time_Since_Last_Claim,Documents_Submitted,Fraud_Risk,Claim_Approval
1267,64,Female,Self-Employed,142952,3,Auto,1,4357,267924,93771,5,54,6,Medium,1
1268,57,Female,Unemployed,20146,1,Life,15,2687,478881,60126,8,118,1,Low,0
1269,60,Female,Self-Employed,191347,3,Property,16,12931,303965,37061,2,93,7,Low,1
1270,29,Male,Unemployed,167049,1,Auto,10,10961,237166,75427,3,9,3,Low,1
1271,61,Male,Self-Employed,192637,4,Auto,10,1280,343297,90510,8,62,3,Medium,1
1272,53,Female,Self-Employed,185017,3,Auto,17,16773,35233,23101,1,94,6,Low,1
1273,65,Female,Unemployed,129822,1,Auto,17,17513,262398,68159,1,107,5,High,0
1274,21,Female,Unemployed,22594,3,Auto,2,6229,106281,33697,9,25,1,Low,0
1275,22,Male,Unemployed,96610,2,Life,9,5030,335316,87463,7,47,1,Medium,0
1276,54,Male,Unemployed,178503,3,Health,4,6164,205215,26229,9,102,2,Low,0
1277,25,Male,Unemployed,142524,3,Life,7,8121,138958,96395,5,105,3,Low,1
1278,59,Female,Unemployed,108197,1,Health,5,16681,436439,21736,4,29,4,Low,1
1279,66,Female,Unemployed,178643,3,Auto,19,11769,97116,69086,1,1,6,Low,1
1280,45,Female,Unemployed,81797,4,Life,4,3812,391241,44377,0,28,2,Low,0
1281,48,Female,Self-Employed,63937,0,Health,18,11818,252015,2292,2,53,7,Low,1
1282,26,Male,Unemployed,137618,2,Health,3,19314,36613,30858,5,31,8,Low,1
1283,68,Female,Unemployed,80051,1,Auto,4,11834,207530,9071,4,107,4,Low,1
1284,46,Male,Self-Employed,97903,3,Auto,14,10321,75456,95533,5,114,7,Low,0
1285,31,Male,Self-Employed,96990,3,Property,14,18357,472809,58626,6,37,9,High,0
1286,57,Female,Employed,95204,3,Property,17,18953,326616,70265,6,20,1,Low,0
1287,58,Male,Employed,88951,2,Health,9,17444,483390,10272,2,26,6,Low,1
1288,39,Male,Unemployed,117309,0,Property,19,3195,173962,46435,9,115,6,High,0
1289,28,Male,Unemployed,145341,4,Life,3,8410,315329,5977,7,87,3,Medium,1
1290,40,Male,Employed,146822,4,Health,15,11351,121917,32752,7,33,7,Low,1
1291,18,Female,Employed,180111,1,Life,1,15303,162583,55074,2,22,9,Low,1
1292,63,Female,Retired,135694,0,Property,19,7960,313105,70314,5,115,6,Low,1
1293,54,Male,Retired,176640,0,Life,4,11451,355233,27104,8,77,3,High,0
1294,38,Female,Unemployed,57459,2,Health,14,2503,56679,82608,0,38,2,Low,0
1295,43,Male,Retired,158741,3,Life,18,12908,491761,70909,1,68,6,Low,1
1296,63,Female,Employed,104985,0,Health,12,4492,207673,22937,1,116,3,Medium,1
1297,53,Female,Unemployed,186588,3,Property,6,1961,322677,52606,4,72,1,Low,0
1298,40,Female,Self-Employed,174405,2,Health,10,13538,224666,89499,5,44,9,Low,1
1299,18,Female,Self-Employed,108295,1,Property,4,17778,340298,88814,2,62,7,Medium,1
1300,68,Female,Employed,67941,1,Auto,16,9698,98755,76920,3,110,4,Low,1
1301,57,Male,Retired,129903,3,Property,1,12974,126425,99178,9,100,2,Low,0
1302,32,Female,Self-Employed,58875,3,Health,3,5778,229356,19310,1,7,3,Low,1
1303,38,Male,Retired,148975,0,Health,7,1017,339776,95120,2,6,6,Medium,1
1304,64,Male,Self-Employed,163770,2,Auto,3,7325,174791,18128,7,29,8,Medium,1
1305,26,Female,Retired,116500,1,Auto,15,8554,133239,62988,4,11,3,Low,1
1306,26,Male,Self-Employed,81826,0,Property,6,5799,83157,53035,1,19,2,High,0
1307,27,Female,Self-Employed,182480,4,Life,16,16290,453119,68784,9,63,5,Low,1
1308,69,Male,Unemployed,144628,0,Life,17,7879,354703,31149,9,28,8,Low,1
1309,43,Male,Unemployed,98845,3,Auto,2,14735,224857,13796,1,119,9,Low,1
1310,58,Female,Employed,120965,4,Property,10,1500,329261,9553,3,54,4,Low,1
1311,52,Female,Self-Employed,166205,0,Auto,11,9331,345798,87545,8,11,2,Low,0
1312,69,Female,Retired,140853,2,Auto,6,14619,66347,21642,5,83,7,Low,1
1313,42,Female,Self-Employed,187198,1,Health,18,1229,323436,81222,0,21,5,Low,1
1314,43,Male,Retired,53043,4,Health,15,3310,29122,2158,3,109,9,Low,1
1315,28,Female,Retired,155150,2,Health,16,3437,365544,74404,2,22,1,Low,0
1316,55,Male,Self-Employed,73906,0,Auto,13,4696,154867,46899,0,47,5,Low,1
1317,19,Male,Retired,31137,3,Property,16,6963,491918,30179,5,44,4,Low,1
1318,24,Male,Employed,49350,3,Life,2,18005,137073,32204,9,25,9,Low,1
1319,35,Male,Unemployed,24698,2,Life,12,13635,162883,18328,0,108,2,Low,0
1320,44,Male,Retired,150119,3,Health,14,19210,306863,38881,0,110,1,Low,0
1321,51,Male,Self-Employed,184204,1,Property,8,15533,284731,96928,6,106,2,Low,0
1322,44,Female,Unemployed,30165,2,Health,6,15191,48787,5803,0,27,7,Medium,1
1323,34,Male,Employed,151866,2,Property,14,11634,223551,31603,2,54,2,Medium,0
1324,60,Male,Retired,164718,3,Property,15,10306,156785,78556,4,103,6,Low,1
1325,61,Male,Retired,156942,2,Property,3,8022,18975,53089,2,72,1,Low,0
1326,68,Female,Unemployed,118893,0,Auto,7,17946,16958,86678,5,68,4,Low,0
1327,41,Female,Retired,50736,4,Property,16,7970,101978,87474,8,1,7,Low,1
1328,42,Male,Self-Employed,78084,4,Auto,2,14097,219422,63263,1,105,8,Low,1
1329,24,Female,Unemployed,36211,3,Life,17,5050,16647,16456,6,27,8,Low,1
1330,69,Male,Unemployed,106665,1,Life,11,5943,363381,59381,3,76,5,Low,1
1331,23,Female,Retired,158449,1,Auto,3,9210,495981,29547,5,78,2,High,0
1332,41,Male,Employed,159933,3,Life,8,6434,89031,65165,9,52,4,Low,1
1333,50,Female,Employed,168893,3,Life,19,5922,395242,91727,9,13,3,Low,1
1334,66,Female,Employed,98488,2,Health,18,709,214687,45755,5,106,7,High,0
1335,46,Female,Employed,178025,1,Auto,7,4440,323472,24681,7,45,6,Low,1
1336,60,Male,Unemployed,147870,4,Auto,16,15279,286120,50155,6,102,2,Low,0
1337,39,Male,Unemployed,56801,3,Auto,14,675,156751,5754,4,77,4,Low,1
1338,43,Male,Retired,38277,4,Health,8,7754,219499,13477,6,66,3,Low,1
1339,45,Female,Employed,103762,4,Auto,13,5356,194874,71599,5,73,1,Medium,0
1340,67,Female,Employed,173700,1,Life,3,8908,434717,12944,4,116,1,Low,0
1341,38,Male,Retired,102246,4,Property,2,19794,235761,64615,8,101,3,Low,1
1342,66,Female,Retired,149350,2,Health,13,14218,368647,12867,3,69,9,Low,1
1343,24,Male,Retired,47802,2,Health,3,17487,60095,35380,6,19,4,Low,1
1344,34,Male,Self-Employed,142794,1,Auto,1,14240,281427,62517,6,34,8,Low,1
1345,37,Male,Retired,179749,2,Property,2,11995,218141,5529,2,47,1,Low,0
1346,58,Male,Retired,158572,3,Property,10,1319,306655,82481,7,42,8,Low,1
1347,66,Female,Self-Employed,24015,1,Property,11,14522,210590,82020,8,19,2,Low,0
1348,37,Female,Employed,150305,4,Life,3,17945,390641,25787,4,112,3,Low,1
1349,39,Female,Unemployed,78812,3,Property,8,11163,171484,36008,0,55,1,Low,0
1350,45,Male,Employed,27826,1,Auto,15,12162,44448,47667,0,107,8,Low,0
1351,57,Female,Unemployed,29201,4,Life,5,15716,485227,70858,4,2,5,High,0
1352,66,Male,Unemployed,49048,4,Property,8,3512,46787,91451,1,67,9,Medium,0
1353,24,Male,Retired,141471,4,Auto,18,19839,343449,72499,1,10,8,Low,1
1354,18,Male,Retired,39941,4,Life,18,684,314622,8153,5,61,2,Low,0
1355,49,Male,Self-Employed,100641,4,Life,12,6918,463136,94323,4,104,6,Low,1
1356,30,Male,Employed,78418,1,Property,4,18193,68759,75406,1,60,4,Low,0
1357,47,Male,Employed,61541,2,Life,8,1871,260369,29857,4,94,4,Low,1
1358,40,Female,Unemployed,90422,4,Health,2,11458,362695,12478,3,57,4,Low,1
1359,68,Female,Retired,138069,3,Auto,3,17896,495113,95796,5,28,8,Low,1
1360,36,Female,Retired,175022,1,Property,8,506,379078,36324,0,37,8,Low,1
1361,49,Female,Employed,140965,0,Auto,12,4545,180614,87090,2,83,3,Low,1
1362,47,Male,Self-Employed,171714,2,Auto,2,2123,146388,33152,4,87,8,Low,1
1363,46,Male,Retired,61607,3,Health,17,15334,31858,8795,7,86,8,High,0
1364,66,Female,Self-Employed,182360,4,Life,14,8754,312293,36155,1,21,7,High,0
1365,62,Female,Employed,132117,1,Health,14,18251,117626,19750,7,85,2,Medium,0
1366,46,Female,Employed,102865,1,Health,6,1086,66527,11478,7,40,5,Low,1
1367,47,Female,Self-Employed,34450,4,Life,8,17262,215428,11749,5,83,5,High,0
1368,33,Female,Retired,25618,3,Property,10,15130,422616,50946,4,109,4,Low,1
1369,57,Female,Employed,185335,1,Auto,18,9947,180915,44461,6,62,1,Low,0
1370,36,Female,Unemployed,87583,2,Property,1,19371,406296,4781,5,37,4,Low,1
1371,35,Female,Employed,94900,3,Property,7,11133,178077,82382,8,111,1,High,0
1372,18,Male,Retired,48794,4,Health,7,16619,392793,56144,1,49,7,Low,1
1373,31,Male,Unemployed,33091,3,Life,13,4446,498981,27233,5,104,1,Low,0
1374,68,Male,Employed,35161,3,Life,16,1236,448031,53857,6,6,4,Low,1
1375,64,Male,Retired,155230,0,Auto,12,15718,308664,90352,0,23,7,Low,1
1376,67,Female,Retired,143612,4,Life,19,11151,255442,83897,8,113,5,Low,1
1377,19,Male,Employed,47663,2,Property,6,11991,324779,75624,7,107,3,Low,1
1378,45,Female,Retired,157805,4,Life,7,17197,152429,13529,4,100,9,Low,1
1379,66,Male,Self-Employed,119961,0,Life,17,8119,100816,99033,4,45,2,Low,0
1380,67,Female,Unemployed,183073,4,Property,19,1932,445541,1075,8,24,2,Low,0
1381,47,Female,Self-Employed,190200,4,Auto,5,13210,90159,98984,1,77,8,Low,0
1382,55,Male,Employed,160401,2,Auto,3,13017,50627,79171,5,28,5,Medium,0
1383,68,Male,Self-Employed,73105,0,Property,18,10286,266266,98175,3,66,7,Low,1
1384,21,Female,Employed,83436,4,Life,17,12275,286377,2657,3,102,9,Low,1
1385,18,Female,Employed,148379,4,Life,11,13503,156334,72385,7,92,2,Low,0
1386,25,Female,Retired,150705,1,Auto,9,14736,11555,52023,2,79,7,Medium,0
1387,46,Male,Retired,112635,4,Auto,17,15445,188003,15167,7,84,7,Low,1
1388,56,Male,Employed,89579,2,Auto,19,17221,466928,78471,9,21,4,Low,1
1389,20,Female,Unemployed,34242,1,Health,13,4841,200632,38637,4,84,7,Medium,1
1390,49,Male,Unemployed,118901,0,Auto,6,17441,399442,15828,1,85,4,Low,1
1391,27,Female,Unemployed,145056,3,Life,4,4799,357691,99653,4,8,9,Low,1
1392,27,Male,Self-Employed,178205,2,Auto,18,1716,96001,87780,3,86,4,Low,1
1393,36,Male,Employed,175812,0,Life,12,12602,81355,95998,8,48,1,Medium,0
1394,63,Male,Retired,120628,1,Life,4,13461,456558,69626,5,72,6,Low,1
1395,51,Male,Self-Employed,50976,3,Life,5,9427,132502,39616,2,113,5,Medium,1
1396,50,Male,Self-Employed,191139,0,Auto,12,12017,114029,52416,1,109,4,Low,1
1397,40,Female,Retired,31231,2,Auto,18,11023,261445,2523,6,95,3,Low,1
1398,45,Female,Employed,154400,1,Property,17,19149,168654,99945,0,35,4,Low,1
1399,49,Male,Self-Employed,45261,2,Auto,10,5168,193889,91825,4,110,1,Low,0
1400,67,Female,Employed,45262,2,Auto,6,8873,437788,9190,4,99,5,Low,1
1401,24,Female,Employed,154352,1,Auto,17,17091,222614,70032,3,4,2,Medium,0
1402,46,Male,Employed,182814,4,Health,8,1693,346541,55964,2,89,7,Low,1
1403,25,Female,Retired,23590,2,Auto,2,4734,188686,62850,8,3,9,Low,1
1404,18,Male,Employed,136726,1,Health,12,18073,201813,77286,3,23,6,Low,1
1405,20,Female,Self-Employed,107542,2,Life,3,2158,256559,52079,8,40,6,Low,1
1406,41,Female,Retired,33570,4,Life,7,17309,354196,15440,6,106,3,Low,1
1407,40,Female,Retired,29533,1,Life,1,16306,390265,98834,8,13,8,Low,1
1408,25,Female,Self-Employed,145890,0,Life,17,5529,475244,75016,1,90,3,Low,1
1409,64,Female,Retired,164438,0,Health,8,5564,493874,55698,1,11,4,Low,1
1410,54,Female,Self-Employed,133819,0,Health,10,1068,133642,15966,7,81,3,Low,1
1411,20,Female,Unemployed,96368,3,Life,17,17114,294206,7045,8,43,2,High,0
1412,68,Male,Self-Employed,179397,2,Auto,16,1494,266267,63797,1,8,1,Low,0
1413,50,Male,Retired,54798,2,Life,10,10348,130612,56139,5,65,1,Low,0
1414,45,Male,Self-Employed,190525,1,Life,15,4539,39677,72699,5,114,1,Low,0
1415,64,Male,Unemployed,42849,3,Health,16,14889,322363,99262,6,37,5,Low,1
1416,25,Female,Employed,157229,2,Life,18,6419,453669,94646,4,95,1,Medium,0
1417,51,Female,Employed,131972,1,Health,4,19509,39834,76777,2,76,5,Low,0
1418,52,Female,Employed,181250,4,Property,7,14081,392806,89279,9,56,4,Medium,1
1419,49,Male,Retired,49030,2,Health,12,15224,164860,68159,2,46,2,Low,0
1420,41,Male,Unemployed,146026,2,Life,12,18496,165913,17636,5,54,3,Low,1
1421,31,Male,Self-Employed,140398,4,Auto,1,9030,217017,60614,0,87,8,High,0
1422,49,Female,Self-Employed,85729,4,Health,12,7702,469991,79453,7,1,3,Medium,1
1423,63,Male,Self-Employed,28164,2,Health,7,14785,321412,89131,6,111,3,Low,1
1424,60,Female,Self-Employed,21119,4,Health,15,16695,185341,48329,6,101,2,Low,0
1425,33,Male,Retired,33351,1,Life,2,6541,459791,86582,5,109,5,Medium,1
1426,21,Female,Retired,92076,2,Life,1,1085,214531,40250,2,82,2,Low,0
1427,69,Male,Unemployed,65162,2,Health,4,921,231007,72314,8,110,7,Low,1
1428,54,Female,Self-Employed,51760,0,Auto,8,10005,206427,17751,9,17,8,Low,1
1429,38,Male,Employed,109074,2,Life,17,18197,175814,14803,5,107,6,Low,1
1430,31,Male,Retired,139567,0,Auto,18,14439,291009,43530,5,65,9,High,0
1431,48,Female,Unemployed,198700,4,Property,5,7959,498863,3030,5,89,5,Medium,1
1432,65,Female,Unemployed,191811,4,Auto,6,8439,137063,61414,5,56,6,Medium,1
1433,35,Male,Retired,49738,1,Life,12,1677,82643,95566,5,115,4,Low,0
1434,24,Female,Employed,66921,0,Health,16,10430,194553,33040,3,63,9,Low,1
1435,27,Male,Employed,142448,2,Property,9,2166,239984,14945,1,87,2,Medium,0
1436,24,Female,Self-Employed,81068,0,Auto,15,5028,256289,11638,0,111,1,Low,0
1437,50,Male,Retired,43581,4,Health,8,7457,312190,65467,7,26,6,Low,1
1438,40,Female,Employed,115672,4,Property,12,16129,234976,62983,4,118,6,Low,1
1439,38,Male,Retired,41485,1,Auto,14,9206,437860,8558,2,52,6,Medium,1
1440,36,Male,Unemployed,56294,4,Health,17,3829,484688,29537,8,58,6,Low,1
1441,65,Male,Unemployed,73001,0,Property,14,5961,224650,11037,2,115,4,Low,1
1442,36,Female,Unemployed,152706,2,Life,5,5097,382973,22007,4,117,9,Low,1
1443,53,Male,Retired,63969,2,Auto,13,9680,172155,53489,1,28,7,Medium,1
1444,46,Female,Self-Employed,20093,0,Auto,6,10888,157864,36064,5,110,8,Low,1
1445,35,Female,Self-Employed,48370,1,Property,14,18898,337290,11423,8,71,8,Low,1
1446,19,Female,Employed,39750,2,Auto,6,7318,445486,66010,0,116,4,Low,1
1447,18,Male,Retired,36472,0,Health,3,9142,400122,25229,2,94,6,Low,1
1448,64,Female,Self-Employed,38934,0,Auto,16,14406,319203,25628,9,97,7,Low,1
1449,22,Female,Retired,194846,4,Auto,12,7175,370665,43529,0,13,6,Low,1
1450,37,Female,Self-Employed,59125,4,Health,14,14177,299170,45884,4,67,6,Low,1
1451,28,Male,Unemployed,59103,1,Health,2,18427,91117,6204,4,42,7,Low,1
1452,59,Female,Unemployed,108705,1,Life,18,2189,319592,35176,3,112,9,Low,1
1453,19,Female,Employed,76543,1,Health,7,6182,159987,83638,4,28,8,Low,1
1454,20,Female,Unemployed,168010,0,Auto,5,19177,407424,57009,7,56,3,Low,1
1455,40,Female,Self-Employed,97492,0,Property,12,10164,432929,50722,7,117,3,High,0
1456,29,Male,Employed,78024,4,Auto,17,10893,115923,73546,5,102,2,Low,0
1457,37,Male,Employed,190759,2,Life,12,8937,90090,51200,3,32,6,Low,1
1458,22,Female,Unemployed,46207,1,Property,11,9506,194480,88582,3,20,7,Low,1
1459,54,Female,Retired,69354,3,Life,1,19998,15189,86884,4,40,9,Low,0
1460,55,Female,Unemployed,188382,1,Auto,9,4758,330518,4074,4,112,6,High,0
1461,47,Female,Unemployed,68960,4,Health,8,9862,117520,34621,1,0,9,Low,1
1462,26,Male,Employed,81262,0,Property,14,14755,296565,11853,5,26,2,Low,0
1463,51,Male,Unemployed,117155,4,Auto,4,11919,212850,70825,6,1,4,Low,1
1464,61,Male,Self-Employed,164475,4,Property,11,19077,250214,55998,2,63,1,Medium,0
1465,52,Male,Employed,164137,4,Life,17,12275,449887,33376,9,50,6,Medium,1
1466,69,Female,Unemployed,177873,3,Auto,8,11035,485450,57167,3,117,3,Low,1
1467,39,Female,Retired,128182,3,Property,1,7450,64305,56127,8,106,6,Low,1
1468,61,Male,Self-Employed,119132,1,Auto,18,3116,206833,32711,3,53,1,Low,0
1469,41,Male,Retired,180302,0,Auto,5,15115,18670,6496,9,73,8,Low,1
1470,34,Female,Self-Employed,92706,4,Life,8,12326,106746,86536,6,73,6,Low,1
1471,27,Female,Retired,49968,2,Life,8,15047,460782,8920,1,29,7,Low,1
1472,47,Female,Unemployed,62517,1,Life,9,5323,52675,53314,4,0,9,Low,0
1473,63,Female,Self-Employed,183727,1,Health,18,1087,129303,3700,5,94,4,Low,1
1474,40,Female,Employed,149282,4,Property,7,16866,81922,18958,1,98,4,Medium,1
1475,49,Male,Employed,65984,1,Life,10,16575,345959,16388,0,111,4,Low,1
1476,34,Male,Retired,162121,4,Health,16,18073,375526,85072,8,28,2,Low,0
1477,67,Female,Retired,92321,1,Health,3,13267,223471,8192,6,12,3,Low,1
1478,68,Female,Retired,141854,0,Property,10,8752,288836,30970,7,72,6,Low,1
1479,34,Male,Self-Employed,155727,1,Property,8,7415,49566,6568,4,103,2,Low,0
1480,31,Female,Employed,110638,1,Life,18,12996,92459,2551,4,42,9,Low,1
1481,26,Male,Unemployed,88972,2,Health,4,16840,449763,38447,0,40,3,Low,1
1482,57,Male,Self-Employed,41432,0,Property,12,536,131997,29870,2,74,3,Low,1
1483,19,Male,Retired,85896,0,Property,5,15440,124777,86962,6,87,6,Low,1
1484,62,Male,Employed,194008,0,Property,4,9849,320969,53953,9,88,2,Low,0
1485,42,Female,Retired,125035,1,Property,19,8418,187137,94115,8,118,4,Medium,1
1486,56,Female,Unemployed,33750,3,Health,19,19843,460739,78262,7,57,1,Medium,0
1487,26,Male,Unemployed,47987,1,Auto,5,9198,207156,13984,4,76,4,Low,1
1488,39,Female,Employed,122995,4,Property,15,13617,75537,45204,2,13,5,Low,1
1489,60,Female,Self-Employed,46165,2,Health,12,1472,289585,42395,8,40,5,Low,1
1490,63,Female,Unemployed,44346,0,Property,13,14178,154697,96493,3,66,2,Medium,0
1491,21,Female,Unemployed,23514,4,Health,6,12907,282609,18851,8,53,9,Low,1
1492,43,Male,Unemployed,44838,4,Life,17,13421,443736,20748,2,5,7,High,0
1493,46,Female,Unemployed,47559,3,Auto,10,711,137339,84765,6,45,4,High,0
1494,62,Male,Retired,121223,0,Health,14,19215,53892,68070,0,76,5,Low,0
1495,51,Male,Retired,79207,1,Health,15,16113,146698,81899,9,0,1,Low,0
1496,40,Female,Self-Employed,36385,0,Health,10,18330,490181,87190,4,28,5,Low,1
1497,54,Male,Employed,169389,2,Property,6,19900,489347,7484,8,77,6,Low,1
1498,28,Female,Employed,151465,0,Life,16,18416,192385,10213,8,75,5,Medium,1
1499,23,Female,Employed,44881,4,Property,2,19837,132818,21202,5,25,6,Medium,1
1500,35,Male,Unemployed,131761,4,Life,10,2333,314669,90553,5,57,7,Low,1
1501,38,Female,Retired,179027,1,Auto,5,15296,289122,99473,2,86,6,Low,1
1502,59,Male,Retired,78308,1,Property,9,2907,245998,97943,8,2,2,Low,0
1503,53,Male,Self-Employed,130515,1,Health,19,3805,283103,56282,0,59,2,Low,0
1504,58,Female,Employed,92031,2,Auto,19,5662,331642,21925,6,13,9,Low,1
1505,55,Female,Retired,125257,0,Property,9,13433,254026,63372,2,97,6,Low,1
1506,51,Female,Self-Employed,106973,3,Life,16,1856,153033,85538,1,22,4,Low,1
1507,34,Male,Employed,79596,0,Property,19,8159,376455,70366,4,61,5,Low,1
1508,54,Female,Unemployed,152785,1,Property,4,19137,64423,83217,4,9,5,Low,0
1509,42,Male,Retired,40428,2,Health,5,12689,167582,58203,1,3,8,Medium,1
1510,55,Male,Retired,82160,0,Health,18,18006,271781,67045,7,38,5,Low,1
1511,29,Female,Employed,100729,4,Auto,8,13848,66479,46842,1,112,2,Low,0
1512,40,Female,Unemployed,80843,0,Health,13,18393,155482,53901,7,73,2,Low,0
1513,59,Female,Unemployed,174075,4,Property,9,14725,83052,28257,5,87,5,Low,1
1514,39,Male,Retired,100169,0,Property,10,1493,311737,57270,9,33,4,Low,1
1515,38,Female,Employed,114764,0,Life,4,14167,260042,18824,3,87,2,Low,0
1516,44,Male,Self-Employed,193149,0,Property,19,554,22119,22849,2,119,6,Medium,0
1517,48,Female,Retired,46730,1,Auto,4,15590,16482,95900,8,24,8,Low,0
1518,23,Female,Unemployed,134082,4,Auto,13,11053,134726,8581,5,51,2,Low,0
1519,44,Male,Self-Employed,92981,2,Health,17,18640,492472,27749,4,14,7,Low,1
1520,57,Male,Employed,85573,3,Life,11,6659,64072,49970,9,11,4,Low,1
1521,51,Female,Unemployed,179941,4,Property,2,6028,223044,71765,2,0,5,Low,1
1522,29,Female,Self-Employed,51076,1,Health,5,6599,190133,1448,2,105,2,Low,0
1523,62,Female,Retired,146283,4,Property,13,12142,223248,30837,5,119,9,Low,1
1524,24,Female,Unemployed,45094,2,Auto,3,17447,130379,18017,9,8,3,Low,1
1525,27,Female,Employed,177889,4,Auto,19,15346,238573,93169,3,58,1,High,0
1526,62,Male,Unemployed,30555,1,Life,19,19278,410971,6886,3,13,4,Medium,1
1527,34,Male,Retired,90656,1,Property,16,3392,201747,63480,7,104,1,Low,0
1528,43,Male,Employed,148061,3,Property,16,16477,460574,26290,1,117,6,Low,1
1529,38,Male,Retired,141432,2,Auto,3,18410,356960,22993,5,30,4,High,0
1530,45,Female,Self-Employed,155787,3,Life,9,4620,242051,39414,8,87,4,Low,1
1531,63,Male,Unemployed,150694,0,Health,19,11068,128795,24499,2,119,9,Low,1
1532,19,Male,Retired,54162,1,Life,1,3519,110352,94186,4,52,9,Low,1
1533,60,Male,Self-Employed,121173,3,Health,14,5197,208732,67453,6,62,7,Medium,1
1534,18,Female,Employed,117858,1,Health,11,6306,399661,14498,0,115,4,Low,1
1535,68,Male,Employed,121980,1,Auto,18,13129,161241,7937,7,9,9,Low,1
1536,53,Female,Self-Employed,146652,0,Health,7,3444,68339,47694,5,105,5,Low,1
1537,68,Male,Self-Employed,58458,1,Property,6,14259,29333,63698,3,42,4,Low,0
1538,43,Female,Employed,124122,3,Auto,12,1653,246360,52184,5,17,5,Low,1
1539,46,Male,Retired,118538,2,Life,2,12281,93585,75326,1,66,9,Low,1
1540,38,Female,Self-Employed,154212,4,Life,13,10438,400149,79799,3,58,1,Low,0
1541,28,Male,Retired,131201,3,Health,1,18056,180058,93412,7,75,7,Low,1
1542,57,Female,Employed,168455,0,Property,15,8219,235625,33054,3,98,9,Low,1
1543,28,Female,Retired,168790,4,Life,8,3767,218731,14503,4,107,1,Low,0
1544,53,Male,Retired,107008,1,Health,18,570,106588,1002,1,117,3,Low,1
1545,66,Female,Self-Employed,172935,3,Life,15,1722,332213,6277,2,22,7,Low,1
1546,56,Female,Retired,31377,4,Property,8,5140,418395,39073,2,85,4,Low,1
1547,57,Male,Retired,103031,3,Health,2,5414,406114,49268,1,74,9,Low,1
1548,52,Male,Retired,144403,1,Property,11,17485,164897,27567,7,45,8,High,0
1549,51,Female,Employed,165942,3,Health,8,18372,386317,72575,2,48,4,Low,1
1550,64,Male,Employed,77487,0,Property,13,14779,366242,90924,0,22,3,Medium,1
1551,41,Male,Unemployed,170372,4,Life,1,5480,484779,43886,1,11,5,Low,1
1552,39,Male,Employed,87639,4,Life,18,11586,237595,70682,7,28,7,High,0
1553,22,Female,Employed,110731,4,Property,5,18695,89327,4762,0,88,6,Low,1
1554,50,Female,Unemployed,144766,3,Life,1,15622,347203,85634,0,87,7,Low,1
1555,53,Female,Unemployed,123429,1,Life,12,6330,114140,61171,0,58,5,High,0
1556,64,Female,Self-Employed,194052,3,Health,5,6187,258563,19856,9,52,2,Low,0
1557,37,Female,Self-Employed,183122,3,Property,16,10464,385382,63838,7,67,5,High,0
1558,36,Female,Employed,153993,4,Health,18,16884,186739,25176,5,100,7,Low,1
1559,52,Female,Retired,150904,1,Life,2,13978,106953,97856,6,62,1,Medium,0
1560,69,Male,Self-Employed,90270,2,Life,15,6405,273389,99921,3,28,5,Medium,1
1561,60,Female,Self-Employed,105293,1,Auto,11,13755,421925,84313,7,2,4,Low,1
1562,34,Female,Employed,50328,3,Property,10,5861,197749,85384,1,94,7,Low,1
1563,62,Male,Retired,43138,0,Property,3,2681,395708,49334,8,88,6,Low,1
1564,60,Male,Unemployed,163166,1,Health,13,12015,438349,32262,3,110,7,Low,1
1565,51,Male,Unemployed,29028,4,Property,13,5464,168761,68338,0,36,4,Low,1
1566,26,Female,Employed,166504,0,Health,3,15881,29522,9355,1,62,5,Low,1
1567,43,Male,Employed,63819,2,Life,10,14590,250520,60000,7,22,8,Low,1
1568,19,Female,Retired,108627,2,Auto,4,11469,41935,44141,8,118,3,Low,0
1569,26,Female,Employed,25312,0,Life,14,5691,51102,26210,4,48,4,Medium,1
1570,26,Female,Employed,45973,2,Health,17,5116,462509,75683,3,85,6,Low,1
1571,57,Male,Employed,122126,0,Health,1,2422,34729,49217,9,92,7,Low,0
1572,34,Male,Retired,180045,3,Auto,15,2486,82797,27695,6,99,9,Low,1
1573,18,Female,Employed,64390,0,Life,2,1000,324564,11598,1,114,5,Low,1
1574,42,Female,Self-Employed,167171,3,Property,18,14813,424073,87564,6,76,3,Medium,1
1575,60,Female,Retired,69956,4,Auto,7,10514,261486,15365,8,2,5,Low,1
1576,57,Male,Self-Employed,119379,4,Property,13,13038,467464,88951,1,109,2,Low,0
1577,59,Female,Retired,34063,2,Life,3,10318,198409,34486,7,21,8,Medium,1
1578,42,Male,Self-Employed,114306,0,Auto,3,18111,362789,32909,5,112,4,Medium,1
1579,56,Female,Retired,113196,3,Life,13,2555,222533,20847,5,116,9,Low,1
1580,52,Male,Unemployed,29605,4,Life,4,2655,49548,83914,3,35,3,Medium,0
1581,20,Female,Employed,116185,4,Property,16,14556,492105,22000,8,9,7,Medium,1
1582,67,Male,Employed,122756,4,Property,8,10569,251358,14588,7,119,3,Low,1
1583,54,Male,Retired,136351,2,Property,8,16491,220924,98448,6,8,4,Low,1
1584,61,Male,Self-Employed,92964,4,Life,16,11556,285124,50988,4,55,2,High,0
1585,61,Male,Unemployed,166889,1,Health,2,3070,453154,78074,4,54,6,Low,1
